Country Name,Country Code,Region,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040],2041 [YR2041],2042 [YR2042],2043 [YR2043],2044 [YR2044],2045 [YR2045],2046 [YR2046],2047 [YR2047],2048 [YR2048],2049 [YR2049],2050 [YR2050]
Burundi,BDI,SUB-SAHARAN AFRICA,"Population, female",SP.POP.TOTL.FE.IN,1441196,1467849,1494716,1522717,1553079,1586525,1623923,1664599,1705851,1743969,1776521,1802322,1822807,1841384,1862915,1890915,1926560,1968876,2016659,2067838,2120862,2175281,2231520,2289909,2351040,2415157,2482238,2551519,2621635,2690754,2757434,2822092,2884890,2943999,2997135,3043285,3081228,3113142,3145578,3187368,3244884,3320398,3412280,3518085,3633656,3755691,3884152,4019482,4159315,4300792,4441976,4581436,4719807,4859774,5005300,5159147,5322148,5493000,5670000,5852000,6035000,6219000,6406000,6595000,6785000,6979000,7174000,7372000,7573000,7777000,7984000,8195000,8410000,8629000,8853000,9081000,9315000,9554000,9797000,10045000,10297000,10555000,10816000,11081000,11350000,11622000,11896000,12173000,12453000,12734000,13017000
Burundi,BDI,SUB-SAHARAN AFRICA,"Population, male",SP.POP.TOTL.MA.IN,1344910,1371817,1398953,1427209,1457780,1491351,1528800,1569424,1610382,1647784,1679085,1703069,1721240,1737106,1755670,1780579,1813099,1852318,1897109,1945472,1995955,2047914,2101866,2158819,2220252,2286909,2359327,2436217,2514321,2589270,2657981,2719956,2776249,2827399,2874472,2918773,2959884,2998955,3040774,3091572,3155822,3235431,3329289,3435028,3548795,3667598,3791186,3920091,4052949,4188239,4324954,4462072,4599903,4740412,4886490,5040123,5201969,5371000,5546000,5724000,5905000,6086000,6270000,6455000,6642000,6831000,7023000,7217000,7413000,7612000,7815000,8021000,8232000,8446000,8665000,8889000,9117000,9351000,9589000,9832000,10080000,10331000,10587000,10847000,11111000,11377000,11646000,11918000,12191000,12467000,12745000
Burundi,BDI,SUB-SAHARAN AFRICA,"Population, total",SP.POP.TOTL,2786106,2839666,2893669,2949926,3010859,3077876,3152723,3234023,3316233,3391753,3455606,3505391,3544047,3578490,3618585,3671494,3739659,3821194,3913768,4013310,4116817,4223195,4333386,4448728,4571292,4702066,4841565,4987736,5135956,5280024,5415415,5542048,5661139,5771398,5871607,5962058,6041112,6112097,6186352,6278940,6400706,6555829,6741569,6953113,7182451,7423289,7675338,7939573,8212264,8489031,8766930,9043508,9319710,9600186,9891790,10199270,10524117,10864000,11216000,11576000,11939000,12305000,12675000,13049000,13427000,13810000,14197000,14589000,14986000,15389000,15799000,16216000,16642000,17075000,17518000,17970000,18432000,18904000,19386000,19877000,20377000,20886000,21403000,21929000,22461000,22999000,23542000,24091000,24644000,25202000,25762000
Cabo Verde,CPV,,"Population, female",SP.POP.TOTL.FE.IN,107356,109269,111707,114639,118011,121741,125895,130403,134848,138660,141466,143069,143651,143638,143666,144195,145366,147052,149159,151508,153956,156540,159303,162127,164869,167436,169747,171865,174023,176537,179628,183371,187652,192339,197199,202066,206886,211677,216359,220862,225123,229118,232832,236282,239479,242449,245183,247706,250119,252555,255109,257824,260690,263687,266792,269962,273205,277000,280000,283000,287000,290000,293000,297000,300000,303000,307000,310000,313000,316000,320000,323000,326000,329000,331000,334000,337000,340000,342000,345000,347000,350000,352000,354000,356000,358000,360000,362000,364000,366000,367000
Cabo Verde,CPV,,"Population, male",SP.POP.TOTL.MA.IN,94954,96687,99160,102269,105835,109687,113875,118344,122661,126249,128732,129923,130000,129367,128626,128228,128286,128715,129580,130907,132701,135062,137982,141241,144528,147633,150436,153028,155648,158647,162255,166563,171438,176675,181957,187061,191887,196498,200964,205423,209956,214598,219274,223865,228185,232118,235612,238732,241604,244408,247275,250243,253289,256419,259645,262951,266355,270000,273000,277000,281000,284000,288000,291000,295000,298000,302000,305000,309000,312000,316000,319000,322000,325000,328000,331000,334000,337000,340000,342000,345000,347000,350000,352000,355000,357000,359000,361000,363000,365000,367000
Cabo Verde,CPV,,"Population, total",SP.POP.TOTL,202310,205956,210867,216908,223846,231428,239770,248747,257509,264909,270198,272992,273651,273005,272292,272423,273652,275767,278739,282415,286657,291602,297285,303368,309397,315069,320183,324893,329671,335184,341883,349934,359090,369014,379156,389127,398773,408175,417323,426285,435079,443716,452106,460147,467664,474567,480795,486438,491723,496963,502384,508067,513979,520106,526437,532913,539560,546000,553000,560000,567000,574000,581000,588000,595000,602000,609000,615000,622000,629000,635000,641000,648000,654000,660000,665000,671000,677000,682000,687000,692000,697000,702000,706000,711000,715000,719000,723000,727000,731000,734000
Cambodia,KHM,ASIA (EX. NEAR EAST),"Population, female",SP.POP.TOTL.FE.IN,2866290,2942478,3021249,3099922,3174898,3243700,3303715,3355623,3404049,3455670,3514449,3585443,3665320,3739808,3789249,3801240,3768605,3700304,3619793,3559835,3543807,3580742,3663239,3778166,3904883,4028351,4144474,4258177,4373991,4499523,4639788,4795288,4962195,5136070,5310772,5481532,5646932,5807142,5960977,6107543,6246308,6376738,6498946,6614060,6723773,6829660,6931757,7030666,7129206,7230916,7338285,7452530,7572951,7697658,7823713,7948875,8072646,8195000,8317000,8436000,8554000,8669000,8781000,8891000,8999000,9105000,9209000,9311000,9411000,9509000,9606000,9702000,9797000,9890000,9982000,10074000,10163000,10252000,10339000,10425000,10509000,10591000,10671000,10749000,10824000,10897000,10967000,11035000,11099000,11161000,11221000
Cambodia,KHM,ASIA (EX. NEAR EAST),"Population, male",SP.POP.TOTL.MA.IN,2856080,2930537,3007302,3083825,3156685,3223497,3281051,3329698,3374674,3423514,3480399,3552306,3634832,3707477,3742175,3721353,3634268,3493975,3335773,3208889,3148300,3167451,3254862,3390070,3541136,3684627,3814502,3937860,4059807,4189629,4333554,4491688,4659309,4832205,5004604,5172026,5333341,5488738,5636762,5776093,5906046,6025735,6135783,6239064,6339604,6440541,6542732,6646027,6751303,6859292,6970455,7085356,7203915,7325034,7447077,7568760,7689724,7810000,7929000,8047000,8162000,8275000,8386000,8494000,8600000,8703000,8805000,8904000,9001000,9097000,9191000,9285000,9378000,9470000,9560000,9650000,9739000,9827000,9914000,10000000,10084000,10166000,10246000,10324000,10399000,10473000,10543000,10611000,10676000,10738000,10798000
Cambodia,KHM,ASIA (EX. NEAR EAST),"Population, total",SP.POP.TOTL,5722370,5873015,6028551,6183747,6331583,6467197,6584766,6685321,6778723,6879184,6994848,7137749,7300152,7447285,7531424,7522593,7402873,7194279,6955566,6768724,6692107,6748193,6918101,7168236,7446019,7712978,7958976,8196037,8433798,8689152,8973342,9286976,9621504,9968275,10315376,10653558,10980273,11295880,11597739,11883636,12152354,12402473,12634729,12853124,13063377,13270201,13474489,13676693,13880509,14090208,14308740,14537886,14776866,15022692,15270790,15517635,15762370,16005000,16246000,16483000,16716000,16944000,17167000,17385000,17599000,17809000,18014000,18215000,18412000,18606000,18798000,18987000,19175000,19360000,19543000,19724000,19903000,20079000,20254000,20425000,20592000,20756000,20917000,21072000,21224000,21370000,21510000,21645000,21775000,21900000,22019000
Cameroon,CMR,SUB-SAHARAN AFRICA,"Population, female",SP.POP.TOTL.FE.IN,2631750,2686232,2743558,2803713,2866613,2932231,3000676,3072137,3146759,3224710,3306148,3391222,3480078,3572933,3670023,3771570,3877645,3988381,4104073,4225079,4351637,4483701,4621144,4763987,4912229,5065729,5224499,5388115,5555506,5725271,5896353,6068618,6242175,6416529,6591189,6765993,6940739,7116090,7293874,7476537,7665976,7862845,8067129,8279251,8499475,8727940,8964961,9210546,9464117,9724800,9991892,10265222,10544771,10830167,11121032,11417071,11718078,12024000,12335000,12651000,12972000,13299000,13631000,13968000,14310000,14658000,15012000,15370000,15735000,16105000,16480000,16861000,17248000,17640000,18038000,18440000,18848000,19260000,19676000,20098000,20524000,20953000,21387000,21825000,22266000,22710000,23157000,23607000,24059000,24514000,24971000
Cameroon,CMR,SUB-SAHARAN AFRICA,"Population, male",SP.POP.TOTL.MA.IN,2544518,2598999,2656364,2716619,2779703,2845603,2914447,2986402,3061523,3139859,3221487,3306523,3395150,3487670,3584445,3685792,3791800,3902588,4018456,4139756,4266717,4399315,4537422,4681016,4830034,4984294,5143801,5308159,5476311,5646889,5818865,5992111,6166756,6342352,6518471,6695001,6871733,7049333,7229696,7415354,7608258,7809082,8017757,8234571,8459606,8692855,8934601,9184843,9442891,9707741,9978603,10255225,10537612,10825548,11118872,11417451,11721111,12030000,12343000,12662000,12986000,13315000,13649000,13988000,14332000,14681000,15035000,15393000,15757000,16126000,16500000,16879000,17263000,17652000,18045000,18443000,18846000,19253000,19664000,20079000,20497000,20920000,21345000,21774000,22206000,22641000,23078000,23517000,23958000,24401000,24846000
Cameroon,CMR,SUB-SAHARAN AFRICA,"Population, total",SP.POP.TOTL,5176268,5285231,5399922,5520332,5646316,5777834,5915123,6058539,6208282,6364569,6527635,6697745,6875228,7060603,7254468,7457362,7669445,7890969,8122529,8364835,8618354,8883016,9158566,9445003,9742263,10050023,10368300,10696274,11031817,11372160,11715218,12060729,12408931,12758881,13109660,13460994,13812472,14165423,14523570,14891891,15274234,15671927,16084886,16513822,16959081,17420795,17899562,18395389,18907008,19432541,19970495,20520447,21082383,21655715,22239904,22834522,23439189,24054000,24678000,25313000,25958000,26614000,27280000,27956000,28642000,29339000,30046000,30764000,31492000,32230000,32980000,33740000,34511000,35292000,36083000,36884000,37694000,38512000,39340000,40176000,41021000,41873000,42733000,43599000,44472000,45351000,46235000,47124000,48017000,48915000,49817000
Canada,CAN,NORTHERN AMERICA,"Population, female",SP.POP.TOTL.FE.IN,8850746,9039274,9220759,9406916,9598121,9783750,9975895,10163465,10333805,10479485,10630877,10794610,10971225,11162117,11368983,11593235,11757276,11908100,12041186,12174622,12344513,12508475,12668742,12803770,12933893,13060317,13196969,13375044,13552217,13799696,14011586,14208648,14389897,14553931,14699110,14824169,14985537,15143901,15273465,15397767,15531775,15687018,15826134,15982346,16140889,16298131,16425513,16582398,16759792,16950345,17138693,17308348,17514280,17719054,17915338,18067635,18286037,18448000,18607000,18763000,18914000,19061000,19205000,19348000,19487000,19625000,19758000,19888000,20013000,20133000,20249000,20360000,20466000,20569000,20668000,20763000,20856000,20945000,21031000,21116000,21197000,21277000,21356000,21433000,21508000,21583000,21657000,21731000,21806000,21880000,21953000
Canada,CAN,NORTHERN AMERICA,"Population, male",SP.POP.TOTL.MA.IN,9058263,9231726,9393241,9557084,9726879,9894250,10072105,10248535,10410195,10548515,10693123,10850925,11022406,11207291,11405104,11615765,11760724,11887900,11994814,12102378,12248487,12391525,12533258,12652230,12768107,12881683,13007031,13174956,13342783,13579304,13779414,13963034,14129700,14279479,14412796,14529831,14686363,14843299,14974435,15101433,15237925,15394882,15535866,15693654,15854111,16013869,16144992,16305530,16485981,16678226,16866581,17034432,17236265,17436397,17629226,17780975,18000388,18167000,18331000,18493000,18650000,18802000,18951000,19097000,19241000,19381000,19518000,19651000,19778000,19899000,20015000,20126000,20232000,20333000,20430000,20524000,20614000,20702000,20787000,20869000,20950000,21028000,21106000,21182000,21256000,21331000,21405000,21480000,21556000,21632000,21708000
Canada,CAN,NORTHERN AMERICA,"Population, total",SP.POP.TOTL,17909009,18271000,18614000,18964000,19325000,19678000,20048000,20412000,20744000,21028000,21324000,21645535,21993631,22369408,22774087,23209000,23518000,23796000,24036000,24277000,24593000,24900000,25202000,25456000,25702000,25942000,26204000,26550000,26895000,27379000,27791000,28171682,28519597,28833410,29111906,29354000,29671900,29987200,30247900,30499200,30769700,31081900,31362000,31676000,31995000,32312000,32570505,32887928,33245773,33628571,34005274,34342780,34750545,35155451,35544564,35848610,36286425,36615000,36939000,37256000,37563000,37863000,38156000,38445000,38728000,39006000,39276000,39539000,39791000,40033000,40264000,40486000,40698000,40901000,41097000,41287000,41470000,41647000,41818000,41985000,42147000,42306000,42461000,42614000,42764000,42914000,43062000,43211000,43361000,43512000,43661000
Caribbean small states,CSS,,"Population, female",SP.POP.TOTL.FE.IN,2097659,2139682,2181662,2222584,2261157,2296490,2328123,2356489,2382768,2408655,2435355,2463367,2492376,2521951,2551319,2579949,2607618,2634592,2661565,2689445,2718855,2750209,2783104,2816184,2847598,2876096,2901063,2923091,2943519,2964303,2986845,3011701,3038336,3065769,3092593,3117778,3140945,3162573,3183532,3205075,3228059,3252791,3278887,3305507,3331387,3355664,3377999,3398741,3418496,3438187,3458461,3479430,3500862,3522467,3543855,3564679,3584861,3604000,3625000,3642000,3658000,3674000,3691000,3705000,3718000,3731000,3743000,3754000,3764000,3773000,3782000,3790000,3794000,3800000,3805000,3808000,3809000,3809000,3809000,3807000,3806000,3801000,3799000,3793000,3788000,3782000,3775000,3766000,3758000,3748000,3735000
Caribbean small states,CSS,,"Population, male",SP.POP.TOTL.MA.IN,1989442,2025895,2063136,2100777,2138233,2175035,2211127,2246612,2281414,2315479,2348746,2381216,2412923,2444038,2474789,2505386,2535654,2565597,2595883,2627316,2660377,2695640,2732625,2769281,2802852,2831490,2854238,2872074,2887353,2903510,2923009,2946648,2973598,3002713,3032237,3060790,3088220,3114868,3140448,3164708,3187582,3208765,3228440,3247370,3266636,3287030,3308822,3331747,3355413,3379232,3402750,3425868,3448632,3470852,3492307,3512819,3532247,3551000,3567000,3584000,3599000,3614000,3626000,3641000,3652000,3661000,3670000,3677000,3684000,3689000,3695000,3697000,3700000,3703000,3704000,3703000,3704000,3701000,3697000,3692000,3689000,3684000,3681000,3671000,3664000,3655000,3648000,3639000,3626000,3616000,3606000
Caribbean small states,CSS,,"Population, total",SP.POP.TOTL,4198307,4277802,4357746,4436804,4513246,4585777,4653919,4718167,4779624,4839881,4900059,4960647,5021359,5082049,5142246,5201705,5260062,5317542,5375393,5435143,5497756,5564200,5633661,5702754,5766957,5823242,5870023,5908886,5943661,5979907,6021614,6070204,6124265,6181538,6238576,6292827,6343683,6392040,6438587,6484510,6530691,6577216,6623792,6670276,6716373,6761932,6806838,6851221,6895315,6939534,6984096,7029022,7074129,7118888,7162679,7204948,7245472,7284000,7320000,7355000,7391000,7421000,7453000,7478000,7505000,7529000,7550000,7569000,7585000,7602000,7616000,7626000,7635000,7640000,7647000,7649000,7651000,7649000,7646000,7642000,7636000,7628000,7618000,7607000,7590000,7578000,7562000,7543000,7525000,7505000,7482000
Cayman Islands,CYM,LATIN AMER. & CARIB,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,LATIN AMER. & CARIB,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,LATIN AMER. & CARIB,"Population, total",SP.POP.TOTL,7865,8026,8146,8227,8298,8369,8441,8521,8631,8827,9144,9581,10136,10784,11498,12244,13022,13841,14661,15444,16162,16789,17356,17906,18543,19313,20251,21339,22538,23776,25010,26213,27404,28646,30055,31672,33536,35597,37740,39808,41687,43316,44738,46028,47299,48622,50031,51483,52926,54279,55507,56579,57523,58371,59172,59963,60765,62000,62000,63000,64000,65000,65000,66000,67000,68000,68000,69000,70000,70000,71000,72000,72000,73000,74000,74000,75000,75000,76000,76000,77000,78000,78000,78000,79000,79000,80000,80000,81000,81000,81000
Central African Republic,CAF,,"Population, female",SP.POP.TOTL.FE.IN,764140,777309,791342,806212,821913,838399,855756,873950,892663,911453,930060,948383,966635,985299,1005043,1026369,1049281,1073702,1100006,1128613,1159730,1193767,1230388,1268171,1305164,1340048,1372096,1401902,1431087,1462000,1496278,1534442,1575786,1619237,1663172,1706381,1748511,1789801,1830322,1870300,1909885,1948760,1986653,2023809,2060592,2097114,2134134,2171258,2206124,2235536,2257564,2271135,2277941,2282239,2289909,2305260,2329740,2362000,2402000,2447000,2495000,2547000,2603000,2661000,2722000,2784000,2846000,2910000,2975000,3040000,3107000,3174000,3243000,3311000,3381000,3450000,3520000,3590000,3660000,3730000,3800000,3871000,3941000,4011000,4081000,4152000,4222000,4292000,4363000,4433000,4504000
Central African Republic,CAF,,"Population, male",SP.POP.TOTL.MA.IN,739368,751918,765319,779551,794603,810434,827129,844653,862681,880767,898649,916215,933682,951542,970478,991003,1013124,1036755,1062243,1089962,1120091,1153030,1188456,1224964,1260639,1294184,1324886,1353342,1381157,1410668,1443502,1480182,1520021,1561985,1604498,1646386,1687310,1727508,1767063,1806208,1845101,1883443,1920959,1957856,1994444,2030796,2067624,2104542,2139262,2168694,2190961,2205018,2212475,2217414,2225483,2240840,2264881,2297000,2335000,2379000,2426000,2476000,2530000,2587000,2645000,2705000,2766000,2828000,2890000,2953000,3017000,3082000,3148000,3214000,3280000,3347000,3414000,3481000,3548000,3614000,3681000,3748000,3815000,3881000,3948000,4014000,4081000,4147000,4214000,4280000,4347000
Central African Republic,CAF,,"Population, total",SP.POP.TOTL,1503508,1529227,1556661,1585763,1616516,1648833,1682885,1718603,1755344,1792220,1828709,1864598,1900317,1936841,1975521,2017372,2062405,2110457,2162249,2218575,2279821,2346797,2418844,2493135,2565803,2634232,2696982,2755244,2812244,2872668,2939780,3014624,3095807,3181222,3267670,3352767,3435821,3517309,3597385,3676508,3754986,3832203,3907612,3981665,4055036,4127910,4201758,4275800,4345386,4404230,4448525,4476153,4490416,4499653,4515392,4546100,4594621,4659000,4737000,4826000,4921000,5023000,5132000,5248000,5367000,5489000,5613000,5738000,5864000,5993000,6124000,6256000,6390000,6525000,6661000,6798000,6934000,7071000,7208000,7344000,7481000,7618000,7755000,7892000,8029000,8166000,8303000,8440000,8576000,8714000,8851000
Central Europe and the Baltics,CEB,,"Population, female",SP.POP.TOTL.FE.IN,47154214,47550867,47918418,48314649,48737693,49086583,49428186,49873060,50292167,50650565,50910765,51156575,51513906,51887615,52297770,52756587,53213749,53628113,53991520,54307840,54634630,54953659,55254030,55542714,55818313,56086669,56347089,56590742,56807781,56885513,56881338,56677797,56565431,56638421,56638942,56613025,56456506,56422789,56309570,56272109,55930296,55638347,55296799,55141922,55005794,54866680,54733561,54533391,54340584,54236968,54041336,53852318,53732800,53623019,53514896,53394826,53250016,53102000,52947000,52785000,52619000,52447000,52270000,52086000,51895000,51696000,51487000,51268000,51036000,50792000,50536000,50267000,49990000,49703000,49412000,49113000,48812000,48512000,48207000,47904000,47603000,47305000,47012000,46716000,46430000,46144000,45859000,45574000,45289000,45003000,44704000
Central Europe and the Baltics,CEB,,"Population, male",SP.POP.TOTL.MA.IN,44247369,44686251,45096472,45531100,45984906,46360482,46720449,47170527,47590227,47951575,48222531,48482408,48849691,49232904,49648486,50105902,50556385,50961200,51312792,51616998,51930275,52234323,52516764,52784181,53034868,53273627,53500059,53705938,53880752,53915867,53864422,53612648,53440205,53443040,53380628,53300191,53106591,53036304,52897635,52830245,52475226,52162052,51800778,51618846,51460322,51307086,51167761,50971140,50786102,50687404,50502465,50321720,50202518,50090707,49981283,49862925,49724066,49583000,49437000,49286000,49132000,48974000,48812000,48642000,48466000,48286000,48094000,47892000,47679000,47456000,47222000,46978000,46726000,46470000,46210000,45946000,45681000,45422000,45162000,44904000,44653000,44408000,44168000,43931000,43701000,43473000,43249000,43025000,42798000,42572000,42337000
Central Europe and the Baltics,CEB,,"Population, total",SP.POP.TOTL,91401583,92237118,93014890,93845749,94722599,95447065,96148635,97043587,97882394,98602140,99133296,99638983,100363597,101120519,101946256,102862489,103770134,104589313,105304312,105924838,106564905,107187982,107770794,108326895,108853181,109360296,109847148,110296680,110688533,110801380,110745760,110290445,110005636,110081461,110019570,109913216,109563097,109459093,109207205,109102354,108405522,107800399,107097577,106760768,106466116,106173766,105901322,105504531,105126686,104924372,104543801,104174038,103935318,103713726,103496179,103257751,102974082,102683000,102384000,102070000,101754000,101423000,101081000,100729000,100363000,99981000,99579000,99162000,98715000,98247000,97755000,97245000,96716000,96173000,95621000,95059000,94494000,93929000,93369000,92811000,92257000,91715000,91178000,90653000,90131000,89615000,89107000,88599000,88088000,87576000,87042000
Chad,TCD,SUB-SAHARAN AFRICA,"Population, female",SP.POP.TOTL.FE.IN,1534751,1565060,1596296,1628125,1660085,1691903,1723273,1754475,1786494,1820703,1857989,1898999,1943263,1989244,2034769,2078381,2119703,2159588,2199321,2240767,2285423,2333593,2385310,2441518,2503251,2571209,2646101,2727764,2815016,2906072,2999733,3095714,3194662,3297423,3405231,3519083,3638862,3764491,3896997,4037642,4187135,4346266,4514297,4688550,4865308,5042002,5217375,5392394,5569400,5751861,5942210,6141254,6347975,6560787,6777323,6995889,7215991,7438000,7663000,7892000,8126000,8365000,8608000,8856000,9108000,9364000,9623000,9887000,10154000,10425000,10700000,10978000,11260000,11545000,11833000,12125000,12420000,12717000,13018000,13321000,13627000,13935000,14245000,14558000,14872000,15189000,15507000,15826000,16147000,16469000,16792000
Chad,TCD,SUB-SAHARAN AFRICA,"Population, male",SP.POP.TOTL.MA.IN,1466842,1495295,1524920,1555426,1586420,1617670,1648897,1680336,1712858,1747673,1785560,1827092,1871840,1918388,1964743,2009567,2052527,2094401,2136324,2179949,2226619,2276574,2329887,2387576,2450795,2520326,2596905,2680323,2769323,2862014,2957126,3054367,3154427,3258180,3366902,3481639,3602272,3728760,3862261,4004204,4155424,4316746,4487392,4664651,4844735,5025007,5204222,5383314,5564461,5750925,5944992,6147397,6357160,6572802,6792115,7013524,7236552,7462000,7690000,7922000,8159000,8401000,8647000,8898000,9153000,9412000,9674000,9940000,10210000,10484000,10760000,11041000,11324000,11610000,11900000,12192000,12488000,12786000,13086000,13389000,13694000,14002000,14311000,14623000,14936000,15251000,15567000,15884000,16203000,16523000,16843000
Chad,TCD,SUB-SAHARAN AFRICA,"Population, total",SP.POP.TOTL,3001593,3060355,3121216,3183551,3246505,3309573,3372170,3434811,3499352,3568376,3643549,3726091,3815103,3907632,3999512,4087948,4172230,4253989,4335645,4420716,4512042,4610167,4715197,4829094,4954046,5091535,5243006,5408087,5584339,5768086,5956859,6150081,6349089,6555603,6772133,7000722,7241134,7493251,7759258,8041846,8342559,8663012,9001689,9353201,9710043,10067009,10421597,10775708,11133861,11502786,11887202,12288651,12705135,13133589,13569438,14009413,14452543,14900000,15353000,15814000,16285000,16766000,17256000,17754000,18261000,18776000,19298000,19827000,20364000,20909000,21460000,22018000,22584000,23155000,23733000,24317000,24907000,25503000,26104000,26710000,27321000,27937000,28557000,29181000,29808000,30439000,31073000,31710000,32350000,32992000,33636000
Channel Islands,CHI,,"Population, female",SP.POP.TOTL.FE.IN,56462,56934,57449,58006,58582,59179,59777,60380,60989,61602,62215,62834,63456,64041,64559,64972,65271,65474,65639,65836,66118,66497,66968,67515,68125,68778,69483,70232,70985,71679,72273,72746,73116,73417,73710,74037,74407,74813,75240,75687,76136,76595,77068,77549,78018,78474,78916,79342,79756,80163,80574,80985,81395,81805,82204,82600,82988,83000,84000,84000,84000,85000,85000,86000,86000,86000,86000,87000,87000,87000,88000,88000,88000,88000,89000,89000,89000,89000,89000,89000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000
Channel Islands,CHI,,"Population, male",SP.POP.TOTL.MA.IN,52958,53465,54008,54589,55191,55816,56450,57094,57737,58370,58982,59579,60158,60684,61123,61443,61631,61709,61751,61856,62094,62484,63011,63641,64328,65030,65747,66484,67202,67851,68398,68822,69142,69402,69674,70009,70422,70902,71431,72000,72589,73198,73833,74489,75152,75820,76495,77171,77825,78440,79007,79512,79963,80375,80765,81158,81553,82000,82000,83000,83000,83000,84000,84000,85000,85000,85000,86000,86000,86000,87000,87000,87000,87000,88000,88000,88000,88000,89000,89000,89000,89000,89000,90000,90000,90000,90000,90000,90000,90000,90000
Channel Islands,CHI,,"Population, total",SP.POP.TOTL,109420,110399,111457,112595,113773,114995,116227,117474,118726,119972,121197,122413,123614,124725,125682,126415,126902,127183,127390,127692,128212,128981,129979,131156,132453,133808,135230,136716,138187,139530,140671,141568,142258,142819,143384,144046,144829,145715,146671,147687,148725,149793,150901,152038,153170,154294,155411,156513,157581,158603,159581,160497,161358,162180,162969,163758,164541,165000,166000,167000,168000,168000,169000,170000,170000,171000,172000,172000,173000,174000,174000,175000,175000,176000,176000,177000,177000,178000,178000,178000,179000,179000,179000,179000,180000,180000,180000,180000,180000,181000,181000
Chile,CHL,LATIN AMER. & CARIB,"Population, female",SP.POP.TOTL.FE.IN,3905004,3993572,4083881,4175862,4269446,4364473,4460944,4558501,4656219,4752881,4847604,4940137,5030646,5119266,5206292,5292049,5376584,5460137,5543483,5627630,5713385,5800889,5890254,5982138,6077305,6176203,6279091,6385573,6494513,6604319,6713751,6822385,6930204,7036857,7142057,7245583,7347196,7446782,7544384,7640158,7734249,7826548,7917077,8006254,8094650,8182637,8270414,8357810,8444352,8529391,8612439,8693319,8772178,8849221,8924788,8999112,9072243,9144000,9214000,9283000,9350000,9415000,9478000,9539000,9599000,9657000,9714000,9768000,9821000,9872000,9920000,9966000,10009000,10050000,10088000,10125000,10160000,10193000,10224000,10253000,10280000,10306000,10329000,10350000,10369000,10387000,10402000,10415000,10427000,10436000,10444000
Chile,CHL,LATIN AMER. & CARIB,"Population, male",SP.POP.TOTL.MA.IN,3811621,3896584,3983255,4071553,4161392,4252604,4345193,4438824,4532603,4625362,4716261,4805052,4891912,4977029,5060764,5143485,5225252,5306282,5387300,5469238,5552841,5638255,5725582,5815396,5908353,6004825,6105017,6208572,6314512,6421478,6528381,6634859,6740829,6845811,6949332,7051030,7150630,7248053,7343372,7436794,7528505,7618421,7706558,7793288,7879128,7964427,8049378,8133877,8217590,8300051,8380915,8460038,8537568,8613761,8689010,8763569,8837511,8911000,8983000,9054000,9123000,9190000,9256000,9319000,9382000,9442000,9501000,9558000,9614000,9667000,9717000,9765000,9811000,9854000,9895000,9934000,9971000,10006000,10039000,10069000,10098000,10125000,10150000,10172000,10193000,10211000,10228000,10242000,10255000,10266000,10274000
